"No.","Time","Source","Destination","Protocol","Length","Info"
"5363","10.818676","host","1.16.2","USB","91","URB_INTERRUPT out"
"5364","10.819563","1.16.2","host","USB","27","URB_INTERRUPT out"
"5365","10.820559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5366","10.820597","host","1.16.1","USB","27","URB_INTERRUPT in"
"5367","10.820615","host","1.16.2","USB","91","URB_INTERRUPT out"
"5368","10.821565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5369","10.822561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5370","10.822601","host","1.16.1","USB","27","URB_INTERRUPT in"
"5371","10.822631","host","1.16.2","USB","91","URB_INTERRUPT out"
"5372","10.823554","1.16.2","host","USB","27","URB_INTERRUPT out"
"5373","10.824551","1.16.1","host","USB","91","URB_INTERRUPT in"
"5374","10.824575","host","1.16.1","USB","27","URB_INTERRUPT in"
"5375","10.824608","host","1.16.2","USB","91","URB_INTERRUPT out"
"5376","10.825551","1.16.2","host","USB","27","URB_INTERRUPT out"
"5377","10.826550","1.16.1","host","USB","91","URB_INTERRUPT in"
"5378","10.826577","host","1.16.1","USB","27","URB_INTERRUPT in"
"5379","10.826604","host","1.16.2","USB","91","URB_INTERRUPT out"
"5380","10.827551","1.16.1","host","USB","52","URB_INTERRUPT in"
"5381","10.827593","host","1.16.1","USB","27","URB_INTERRUPT in"
"5382","10.827599","1.16.2","host","USB","27","URB_INTERRUPT out"
"5383","10.827651","host","1.16.2","USB","91","URB_INTERRUPT out"
"5384","10.828555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5385","10.829550","1.16.1","host","USB","91","URB_INTERRUPT in"
"5386","10.829577","host","1.16.1","USB","27","URB_INTERRUPT in"
"5387","10.829610","host","1.16.2","USB","91","URB_INTERRUPT out"
"5388","10.830555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5389","10.831550","1.16.1","host","USB","91","URB_INTERRUPT in"
"5390","10.831593","host","1.16.1","USB","27","URB_INTERRUPT in"
"5391","10.831620","host","1.16.2","USB","91","URB_INTERRUPT out"
"5392","10.832555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5393","10.833560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5394","10.833583","host","1.16.1","USB","27","URB_INTERRUPT in"
"5395","10.833612","host","1.16.2","USB","91","URB_INTERRUPT out"
"5396","10.834564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5397","10.835561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5398","10.835599","host","1.16.1","USB","27","URB_INTERRUPT in"
"5399","10.835637","host","1.16.2","USB","91","URB_INTERRUPT out"
"5400","10.836555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5401","10.837560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5402","10.837600","host","1.16.1","USB","27","URB_INTERRUPT in"
"5403","10.837616","host","1.16.2","USB","91","URB_INTERRUPT out"
"5404","10.838560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5405","10.838601","host","1.16.1","USB","27","URB_INTERRUPT in"
"5406","10.838603","1.16.2","host","USB","27","URB_INTERRUPT out"
"5407","10.839559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5408","10.839598","host","1.16.1","USB","27","URB_INTERRUPT in"
"5409","10.839620","host","1.16.2","USB","91","URB_INTERRUPT out"
"5410","10.840560","1.16.2","host","USB","27","URB_INTERRUPT out"
"5411","10.841559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5412","10.841584","host","1.16.1","USB","27","URB_INTERRUPT in"
"5413","10.841608","host","1.16.2","USB","91","URB_INTERRUPT out"
"5414","10.842562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5415","10.843558","1.16.1","host","USB","91","URB_INTERRUPT in"
"5416","10.843606","host","1.16.1","USB","27","URB_INTERRUPT in"
"5417","10.843634","host","1.16.2","USB","91","URB_INTERRUPT out"
"5418","10.844562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5419","10.845558","1.16.1","host","USB","91","URB_INTERRUPT in"
"5420","10.845608","host","1.16.1","USB","27","URB_INTERRUPT in"
"5421","10.845633","host","1.16.2","USB","91","URB_INTERRUPT out"
"5422","10.846562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5423","10.847558","1.16.1","host","USB","91","URB_INTERRUPT in"
"5424","10.847596","host","1.16.1","USB","27","URB_INTERRUPT in"
"5425","10.847626","host","1.16.2","USB","91","URB_INTERRUPT out"
"5426","10.848558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5427","10.848597","host","1.16.1","USB","27","URB_INTERRUPT in"
"5428","10.848604","1.16.2","host","USB","27","URB_INTERRUPT out"
"5429","10.848635","host","1.16.2","USB","91","URB_INTERRUPT out"
"5430","10.849559","1.16.2","host","USB","27","URB_INTERRUPT out"
"5431","10.850559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5432","10.850582","host","1.16.1","USB","27","URB_INTERRUPT in"
"5433","10.850613","host","1.16.2","USB","91","URB_INTERRUPT out"
"5434","10.851564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5435","10.852559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5436","10.852607","host","1.16.1","USB","27","URB_INTERRUPT in"
"5437","10.852632","host","1.16.2","USB","91","URB_INTERRUPT out"
"5438","10.853563","1.16.2","host","USB","27","URB_INTERRUPT out"
"5439","10.854559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5440","10.854579","host","1.16.1","USB","27","URB_INTERRUPT in"
"5441","10.854609","host","1.16.2","USB","91","URB_INTERRUPT out"
"5442","10.855556","1.16.2","host","USB","27","URB_INTERRUPT out"
"5443","10.856559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5444","10.856579","host","1.16.1","USB","27","URB_INTERRUPT in"
"5445","10.856608","host","1.16.2","USB","91","URB_INTERRUPT out"
"5446","10.857559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5447","10.857600","host","1.16.1","USB","27","URB_INTERRUPT in"
"5448","10.857603","1.16.2","host","USB","27","URB_INTERRUPT out"
"5449","10.858559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5450","10.858605","host","1.16.1","USB","27","URB_INTERRUPT in"
"5451","10.858641","host","1.16.2","USB","91","URB_INTERRUPT out"
"5452","10.859564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5453","10.860559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5454","10.860593","host","1.16.1","USB","27","URB_INTERRUPT in"
"5455","10.860630","host","1.16.2","USB","91","URB_INTERRUPT out"
"5456","10.861564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5457","10.862550","1.16.1","host","USB","91","URB_INTERRUPT in"
"5458","10.862588","host","1.16.1","USB","27","URB_INTERRUPT in"
"5459","10.862632","host","1.16.2","USB","91","URB_INTERRUPT out"
"5460","10.863551","1.16.2","host","USB","27","URB_INTERRUPT out"
"5461","10.863584","host","1.16.2","USB","41","URB_INTERRUPT out"
"5462","10.864564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5463","10.864596","host","1.16.2","USB","91","URB_INTERRUPT out"
"5464","10.865552","1.16.1","host","USB","41","URB_INTERRUPT in"
"5465","10.865570","host","1.16.1","USB","27","URB_INTERRUPT in"
"5466","10.865574","1.16.2","host","USB","27","URB_INTERRUPT out"
"5467","10.866552","1.16.1","host","USB","91","URB_INTERRUPT in"
"5468","10.866562","host","1.16.1","USB","27","URB_INTERRUPT in"
"5469","10.866598","host","1.16.2","USB","91","URB_INTERRUPT out"
"5470","10.867560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5471","10.867582","host","1.16.1","USB","27","URB_INTERRUPT in"
"5472","10.867585","1.16.2","host","USB","27","URB_INTERRUPT out"
"5473","10.868559","1.16.1","host","USB","91","URB_INTERRUPT in"
"5474","10.868581","host","1.16.1","USB","27","URB_INTERRUPT in"
"5475","10.868616","host","1.16.2","USB","91","URB_INTERRUPT out"
"5476","10.869564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5477","10.869642","host","1.16.2","USB","91","URB_INTERRUPT out"
"5478","10.870555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5479","10.871560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5480","10.871582","host","1.16.1","USB","27","URB_INTERRUPT in"
"5481","10.871611","host","1.16.2","USB","91","URB_INTERRUPT out"
"5482","10.872556","1.16.2","host","USB","27","URB_INTERRUPT out"
"5483","10.873560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5484","10.873581","host","1.16.1","USB","27","URB_INTERRUPT in"
"5485","10.873605","host","1.16.2","USB","91","URB_INTERRUPT out"
"5486","10.874561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5487","10.875560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5488","10.875584","host","1.16.1","USB","27","URB_INTERRUPT in"
"5489","10.875614","host","1.16.2","USB","91","URB_INTERRUPT out"
"5490","10.876566","1.16.2","host","USB","27","URB_INTERRUPT out"
"5493","10.877551","1.16.1","host","USB","91","URB_INTERRUPT in"
"5494","10.877574","host","1.16.1","USB","27","URB_INTERRUPT in"
"5495","10.877594","host","1.16.2","USB","91","URB_INTERRUPT out"
"5496","10.878550","1.16.1","host","USB","52","URB_INTERRUPT in"
"5497","10.878591","host","1.16.1","USB","27","URB_INTERRUPT in"
"5498","10.878593","1.16.2","host","USB","27","URB_INTERRUPT out"
"5499","10.879560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5500","10.879598","host","1.16.1","USB","27","URB_INTERRUPT in"
"5501","10.879617","host","1.16.2","USB","91","URB_INTERRUPT out"
"5502","10.880565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5503","10.881561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5504","10.881601","host","1.16.1","USB","27","URB_INTERRUPT in"
"5505","10.881632","host","1.16.2","USB","91","URB_INTERRUPT out"
"5506","10.882561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5507","10.883561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5508","10.883578","host","1.16.1","USB","27","URB_INTERRUPT in"
"5509","10.883647","host","1.16.2","USB","91","URB_INTERRUPT out"
"5510","10.884597","1.16.2","host","USB","27","URB_INTERRUPT out"
"5511","10.885562","1.16.1","host","USB","91","URB_INTERRUPT in"
"5512","10.885597","host","1.16.1","USB","27","URB_INTERRUPT in"
"5513","10.885616","host","1.16.2","USB","91","URB_INTERRUPT out"
"5514","10.886562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5515","10.887561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5516","10.887585","host","1.16.1","USB","27","URB_INTERRUPT in"
"5517","10.887614","host","1.16.2","USB","91","URB_INTERRUPT out"
"5518","10.888561","1.16.1","host","USB","52","URB_INTERRUPT in"
"5519","10.888602","host","1.16.1","USB","27","URB_INTERRUPT in"
"5520","10.888608","1.16.2","host","USB","27","URB_INTERRUPT out"
"5521","10.889550","1.16.1","host","USB","91","URB_INTERRUPT in"
"5522","10.889592","host","1.16.1","USB","27","URB_INTERRUPT in"
"5523","10.889623","host","1.16.2","USB","91","URB_INTERRUPT out"
"5524","10.890565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5525","10.891561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5526","10.891584","host","1.16.1","USB","27","URB_INTERRUPT in"
"5527","10.891612","host","1.16.2","USB","91","URB_INTERRUPT out"
"5528","10.892556","1.16.2","host","USB","27","URB_INTERRUPT out"
"5529","10.893560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5530","10.893585","host","1.16.1","USB","27","URB_INTERRUPT in"
"5531","10.893604","host","1.16.2","USB","91","URB_INTERRUPT out"
"5532","10.894555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5533","10.895552","1.16.1","host","USB","91","URB_INTERRUPT in"
"5534","10.895591","host","1.16.1","USB","27","URB_INTERRUPT in"
"5535","10.895625","host","1.16.2","USB","91","URB_INTERRUPT out"
"5536","10.896553","1.16.2","host","USB","27","URB_INTERRUPT out"
"5537","10.897552","1.16.1","host","USB","91","URB_INTERRUPT in"
"5538","10.897577","host","1.16.1","USB","27","URB_INTERRUPT in"
"5539","10.897604","host","1.16.2","USB","91","URB_INTERRUPT out"
"5540","10.898552","1.16.1","host","USB","52","URB_INTERRUPT in"
"5541","10.898593","host","1.16.1","USB","27","URB_INTERRUPT in"
"5542","10.898599","1.16.2","host","USB","27","URB_INTERRUPT out"
"5545","10.899556","1.16.1","host","USB","91","URB_INTERRUPT in"
"5546","10.899566","host","1.16.1","USB","27","URB_INTERRUPT in"
"5547","10.899593","host","1.16.2","USB","91","URB_INTERRUPT out"
"5548","10.900590","1.16.2","host","USB","27","URB_INTERRUPT out"
"5549","10.900614","host","1.16.2","USB","91","URB_INTERRUPT out"
"5550","10.901553","1.16.2","host","USB","27","URB_INTERRUPT out"
"5551","10.905560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5552","10.905600","host","1.16.1","USB","27","URB_INTERRUPT in"
"5553","10.905628","host","1.16.2","USB","91","URB_INTERRUPT out"
"5554","10.906565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5555","10.906624","host","1.16.2","USB","91","URB_INTERRUPT out"
"5556","10.907561","1.16.1","host","USB","52","URB_INTERRUPT in"
"5557","10.907610","host","1.16.1","USB","27","URB_INTERRUPT in"
"5558","10.907619","1.16.2","host","USB","27","URB_INTERRUPT out"
"5559","10.908560","1.16.1","host","USB","91","URB_INTERRUPT in"
"5560","10.908610","host","1.16.1","USB","27","URB_INTERRUPT in"
"5561","10.908646","host","1.16.2","USB","91","URB_INTERRUPT out"
"5562","10.909565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5563","10.909628","host","1.16.2","USB","91","URB_INTERRUPT out"
"5564","10.910564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5565","10.911561","1.16.1","host","USB","91","URB_INTERRUPT in"
"5566","10.911599","host","1.16.1","USB","27","URB_INTERRUPT in"
"5567","10.911635","host","1.16.2","USB","91","URB_INTERRUPT out"
"5568","10.912555","1.16.2","host","USB","27","URB_INTERRUPT out"
"5579","10.951574","1.16.1","host","USB","91","URB_INTERRUPT in"
"5580","10.951621","host","1.16.1","USB","27","URB_INTERRUPT in"
"5581","10.951670","host","1.16.2","USB","91","URB_INTERRUPT out"
"5582","10.952556","1.16.1","host","USB","52","URB_INTERRUPT in"
"5583","10.952592","host","1.16.1","USB","27","URB_INTERRUPT in"
"5584","10.952599","1.16.2","host","USB","27","URB_INTERRUPT out"
"5585","10.957511","host","1.16.2","USB","91","URB_INTERRUPT out"
"5586","10.958561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5587","10.958620","host","1.16.2","USB","91","URB_INTERRUPT out"
"5588","10.959561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5589","10.959592","host","1.16.2","USB","91","URB_INTERRUPT out"
"5590","10.960560","1.16.2","host","USB","27","URB_INTERRUPT out"
"5591","10.960576","host","1.16.2","USB","91","URB_INTERRUPT out"
"5592","10.961565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5593","10.961607","host","1.16.2","USB","91","URB_INTERRUPT out"
"5594","10.962552","1.16.2","host","USB","27","URB_INTERRUPT out"
"5595","10.962595","host","1.16.2","USB","91","URB_INTERRUPT out"
"5596","10.963554","1.16.2","host","USB","27","URB_INTERRUPT out"
"5597","10.963582","host","1.16.2","USB","91","URB_INTERRUPT out"
"5598","10.964554","1.16.2","host","USB","27","URB_INTERRUPT out"
"5599","10.964597","host","1.16.2","USB","91","URB_INTERRUPT out"
"5600","10.965551","1.16.2","host","USB","27","URB_INTERRUPT out"
"5601","10.965586","host","1.16.2","USB","91","URB_INTERRUPT out"
"5602","10.966554","1.16.2","host","USB","27","URB_INTERRUPT out"
"5603","10.966581","host","1.16.2","USB","91","URB_INTERRUPT out"
"5604","10.967562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5605","10.967577","host","1.16.2","USB","91","URB_INTERRUPT out"
"5606","10.968561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5607","10.968598","host","1.16.2","USB","91","URB_INTERRUPT out"
"5608","10.969564","1.16.2","host","USB","27","URB_INTERRUPT out"
"5609","10.969609","host","1.16.2","USB","91","URB_INTERRUPT out"
"5610","10.970561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5611","10.970592","host","1.16.2","USB","91","URB_INTERRUPT out"
"5612","10.971552","1.16.2","host","USB","27","URB_INTERRUPT out"
"5613","10.971572","host","1.16.2","USB","91","URB_INTERRUPT out"
"5614","10.972562","1.16.2","host","USB","27","URB_INTERRUPT out"
"5615","10.972581","host","1.16.2","USB","91","URB_INTERRUPT out"
"5616","10.973561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5617","10.973604","host","1.16.2","USB","91","URB_INTERRUPT out"
"5618","10.974565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5619","10.974613","host","1.16.2","USB","91","URB_INTERRUPT out"
"5620","10.975565","1.16.2","host","USB","27","URB_INTERRUPT out"
"5635","11.364642","1.16.1","host","USB","52","URB_INTERRUPT in"
"5636","11.364699","host","1.16.1","USB","27","URB_INTERRUPT in"
"5683","11.549542","host","1.16.2","USB","41","URB_INTERRUPT out"
"5684","11.550561","1.16.2","host","USB","27","URB_INTERRUPT out"
"5747","11.738556","1.16.1","host","USB","52","URB_INTERRUPT in"
"5748","11.738581","host","1.16.1","USB","27","URB_INTERRUPT in"
"5759","11.770562","1.16.1","host","USB","91","URB_INTERRUPT in"
"5760","11.770590","host","1.16.1","USB","27","URB_INTERRUPT in"
"5761","11.770751","host","1.16.2","USB","91","URB_INTERRUPT out"
"5762","11.771554","1.16.1","host","USB","41","URB_INTERRUPT in"
"5763","11.771595","host","1.16.1","USB","27","URB_INTERRUPT in"
"5764","11.771606","1.16.2","host","USB","27","URB_INTERRUPT out"
"5765","11.771656","host","1.16.2","USB","91","URB_INTERRUPT out"
"5766","11.772555","1.16.1","host","USB","52","URB_INTERRUPT in"
"5767","11.772611","host","1.16.1","USB","27","URB_INTERRUPT in"
"5768","11.772618","1.16.2","host","USB","27","URB_INTERRUPT out"
"5769","11.773556","1.16.1","host","USB","52","URB_INTERRUPT in"
"5770","11.773614","host","1.16.1","USB","27","URB_INTERRUPT in"
"5789","11.804555","1.16.1","host","USB","91","URB_INTERRUPT in"
"5790","11.804581","host","1.16.1","USB","27","URB_INTERRUPT in"
"5791","11.805559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5792","11.805587","host","1.16.1","USB","27","URB_INTERRUPT in"
"5795","11.814559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5796","11.814570","host","1.16.1","USB","27","URB_INTERRUPT in"
"5799","11.824561","1.16.1","host","USB","52","URB_INTERRUPT in"
"5800","11.824608","host","1.16.1","USB","27","URB_INTERRUPT in"
"5803","11.834560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5804","11.834601","host","1.16.1","USB","27","URB_INTERRUPT in"
"5809","11.844559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5810","11.844597","host","1.16.1","USB","27","URB_INTERRUPT in"
"5813","11.854551","1.16.1","host","USB","52","URB_INTERRUPT in"
"5814","11.854561","host","1.16.1","USB","27","URB_INTERRUPT in"
"5817","11.864553","1.16.1","host","USB","52","URB_INTERRUPT in"
"5818","11.864566","host","1.16.1","USB","27","URB_INTERRUPT in"
"5823","11.874551","1.16.1","host","USB","52","URB_INTERRUPT in"
"5824","11.874563","host","1.16.1","USB","27","URB_INTERRUPT in"
"5827","11.884553","1.16.1","host","USB","52","URB_INTERRUPT in"
"5828","11.884565","host","1.16.1","USB","27","URB_INTERRUPT in"
"5831","11.894560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5832","11.894577","host","1.16.1","USB","27","URB_INTERRUPT in"
"5837","11.904558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5838","11.904576","host","1.16.1","USB","27","URB_INTERRUPT in"
"5851","11.914558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5852","11.914575","host","1.16.1","USB","27","URB_INTERRUPT in"
"5855","11.924560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5856","11.924573","host","1.16.1","USB","27","URB_INTERRUPT in"
"5861","11.934560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5862","11.934579","host","1.16.1","USB","27","URB_INTERRUPT in"
"5865","11.944559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5866","11.944596","host","1.16.1","USB","27","URB_INTERRUPT in"
"5869","11.954566","1.16.1","host","USB","52","URB_INTERRUPT in"
"5870","11.954607","host","1.16.1","USB","27","URB_INTERRUPT in"
"5875","11.964551","1.16.1","host","USB","52","URB_INTERRUPT in"
"5876","11.964563","host","1.16.1","USB","27","URB_INTERRUPT in"
"5879","11.974560","1.16.1","host","USB","52","URB_INTERRUPT in"
"5880","11.974599","host","1.16.1","USB","27","URB_INTERRUPT in"
"5883","11.984566","1.16.1","host","USB","52","URB_INTERRUPT in"
"5884","11.984603","host","1.16.1","USB","27","URB_INTERRUPT in"
"5889","11.994559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5890","11.994568","host","1.16.1","USB","27","URB_INTERRUPT in"
"5893","12.004552","1.16.1","host","USB","52","URB_INTERRUPT in"
"5894","12.004573","host","1.16.1","USB","27","URB_INTERRUPT in"
"5897","12.014552","1.16.1","host","USB","52","URB_INTERRUPT in"
"5898","12.014568","host","1.16.1","USB","27","URB_INTERRUPT in"
"5903","12.024555","1.16.1","host","USB","52","URB_INTERRUPT in"
"5904","12.024576","host","1.16.1","USB","27","URB_INTERRUPT in"
"5912","12.034559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5913","12.034568","host","1.16.1","USB","27","URB_INTERRUPT in"
"5917","12.044561","1.16.1","host","USB","52","URB_INTERRUPT in"
"5918","12.044599","host","1.16.1","USB","27","URB_INTERRUPT in"
"5923","12.054559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5924","12.054571","host","1.16.1","USB","27","URB_INTERRUPT in"
"5927","12.064556","1.16.1","host","USB","52","URB_INTERRUPT in"
"5928","12.064580","host","1.16.1","USB","27","URB_INTERRUPT in"
"5931","12.074565","1.16.1","host","USB","52","URB_INTERRUPT in"
"5932","12.074606","host","1.16.1","USB","27","URB_INTERRUPT in"
"5935","12.084562","1.16.1","host","USB","52","URB_INTERRUPT in"
"5936","12.084602","host","1.16.1","USB","27","URB_INTERRUPT in"
"5941","12.094558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5942","12.094593","host","1.16.1","USB","27","URB_INTERRUPT in"
"5945","12.104566","1.16.1","host","USB","52","URB_INTERRUPT in"
"5946","12.104607","host","1.16.1","USB","27","URB_INTERRUPT in"
"5951","12.114551","1.16.1","host","USB","52","URB_INTERRUPT in"
"5952","12.114571","host","1.16.1","USB","27","URB_INTERRUPT in"
"5955","12.124550","1.16.1","host","USB","52","URB_INTERRUPT in"
"5956","12.124584","host","1.16.1","USB","27","URB_INTERRUPT in"
"5959","12.134561","1.16.1","host","USB","52","URB_INTERRUPT in"
"5960","12.134599","host","1.16.1","USB","27","URB_INTERRUPT in"
"5965","12.144562","1.16.1","host","USB","52","URB_INTERRUPT in"
"5966","12.144574","host","1.16.1","USB","27","URB_INTERRUPT in"
"5969","12.154558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5970","12.154596","host","1.16.1","USB","27","URB_INTERRUPT in"
"5983","12.164558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5984","12.164594","host","1.16.1","USB","27","URB_INTERRUPT in"
"5989","12.174558","1.16.1","host","USB","52","URB_INTERRUPT in"
"5990","12.174579","host","1.16.1","USB","27","URB_INTERRUPT in"
"5993","12.184559","1.16.1","host","USB","52","URB_INTERRUPT in"
"5994","12.184594","host","1.16.1","USB","27","URB_INTERRUPT in"
"5995","12.194685","1.16.1","host","USB","52","URB_INTERRUPT in"
"5996","12.194729","host","1.16.1","USB","27","URB_INTERRUPT in"
"6001","12.204552","1.16.1","host","USB","52","URB_INTERRUPT in"
"6002","12.204564","host","1.16.1","USB","27","URB_INTERRUPT in"
"6003","12.214628","1.16.1","host","USB","52","URB_INTERRUPT in"
"6004","12.214657","host","1.16.1","USB","27","URB_INTERRUPT in"
"6005","12.224559","1.16.1","host","USB","52","URB_INTERRUPT in"
"6006","12.224593","host","1.16.1","USB","27","URB_INTERRUPT in"
"6009","12.234561","1.16.1","host","USB","52","URB_INTERRUPT in"
"6010","12.234605","host","1.16.1","USB","27","URB_INTERRUPT in"
"6011","12.244675","1.16.1","host","USB","52","URB_INTERRUPT in"
"6012","12.244722","host","1.16.1","USB","27","URB_INTERRUPT in"
"6013","12.254570","1.16.1","host","USB","52","URB_INTERRUPT in"
"6014","12.254626","host","1.16.1","USB","27","URB_INTERRUPT in"
"6015","12.264707","1.16.1","host","USB","52","URB_INTERRUPT in"
"6016","12.264758","host","1.16.1","USB","27","URB_INTERRUPT in"
"6019","12.274558","1.16.1","host","USB","52","URB_INTERRUPT in"
"6020","12.274609","host","1.16.1","USB","27","URB_INTERRUPT in"
"6027","12.284552","1.16.1","host","USB","52","URB_INTERRUPT in"
"6028","12.284573","host","1.16.1","USB","27","URB_INTERRUPT in"
"6029","12.294624","1.16.1","host","USB","52","URB_INTERRUPT in"
"6030","12.294647","host","1.16.1","USB","27","URB_INTERRUPT in"
"6031","12.304569","1.16.1","host","USB","52","URB_INTERRUPT in"
"6032","12.304627","host","1.16.1","USB","27","URB_INTERRUPT in"
"6033","12.314561","1.16.1","host","USB","52","URB_INTERRUPT in"
"6034","12.314598","host","1.16.1","USB","27","URB_INTERRUPT in"
"6035","12.324559","1.16.1","host","USB","52","URB_INTERRUPT in"
"6036","12.324604","host","1.16.1","USB","27","URB_INTERRUPT in"
"6037","12.334563","1.16.1","host","USB","52","URB_INTERRUPT in"
"6038","12.334607","host","1.16.1","USB","27","URB_INTERRUPT in"
"6039","12.344678","1.16.1","host","USB","52","URB_INTERRUPT in"
"6040","12.344735","host","1.16.1","USB","27","URB_INTERRUPT in"
"6041","12.354558","1.16.1","host","USB","52","URB_INTERRUPT in"
"6042","12.354611","host","1.16.1","USB","27","URB_INTERRUPT in"
"6043","12.364561","1.16.1","host","USB","52","URB_INTERRUPT in"
"6044","12.364601","host","1.16.1","USB","27","URB_INTERRUPT in"
"6045","12.374555","1.16.1","host","USB","52","URB_INTERRUPT in"
"6046","12.374577","host","1.16.1","USB","27","URB_INTERRUPT in"
"6047","12.384562","1.16.1","host","USB","52","URB_INTERRUPT in"
"6048","12.384615","host","1.16.1","USB","27","URB_INTERRUPT in"
"6049","12.394562","1.16.1","host","USB","52","URB_INTERRUPT in"
"6050","12.394586","host","1.16.1","USB","27","URB_INTERRUPT in"
"6051","12.404648","1.16.1","host","USB","52","URB_INTERRUPT in"
"6052","12.404676","host","1.16.1","USB","27","URB_INTERRUPT in"
"6055","12.414561","1.16.1","host","USB","52","URB_INTERRUPT in"
"6056","12.414600","host","1.16.1","USB","27","URB_INTERRUPT in"
"6057","12.424561","1.16.1","host","USB","52","URB_INTERRUPT in"
"6058","12.424603","host","1.16.1","USB","27","URB_INTERRUPT in"
"6059","12.434638","1.16.1","host","USB","52","URB_INTERRUPT in"
"6060","12.434693","host","1.16.1","USB","27","URB_INTERRUPT in"
"6061","12.444570","1.16.1","host","USB","52","URB_INTERRUPT in"
"6062","12.444634","host","1.16.1","USB","27","URB_INTERRUPT in"
"6063","12.454674","1.16.1","host","USB","52","URB_INTERRUPT in"
"6064","12.454725","host","1.16.1","USB","27","URB_INTERRUPT in"
"6065","12.464642","1.16.1","host","USB","52","URB_INTERRUPT in"
"6066","12.464705","host","1.16.1","USB","27","URB_INTERRUPT in"
"6067","12.474562","1.16.1","host","USB","52","URB_INTERRUPT in"
